### METADATA ###
## USER ##
# id=nefarious1985#2344
# printer=voron_v2_350
# measure_type=nozzle_pin
# measure_gcode="G28 Z"
# notes=
# timestamp=2021-06-24_12-52-24
## SCRIPT ##
# data_structure=3
# hot_duration=3
# cool_duration=0
## Z_AXIS ##
# step_dist=0.0025
# max_z=330.0
# homing_speed=3.0
## FRAME_EXPANSION_COMPENSATION ##
# pullup_resistor=4700.0
# sensor_pin=P0.23
# z_stepper=stepper_z
# coeff=23.4
# gantry_factor=1.9
# frame_z_length=530.0
# max_z_offset=99999999.0
# sensor_type=100k3950_airtemp
# inline_resistor=0.0
# smooth_time=2.0
# min_temp=0.0
# gcode_id=frame
# max_comp_z=0.0
# max_temp=100.0
### METADATA END ###
sample,time,mcu_pos_z,frame_t,chamber_t,bed_t,bed_target,he_t,he_target
0,2021/06/24-12:52:50,-3941,21.764530253954998,23.011021289264704,22.920352071170722,105.0,26.269151681024795,100.0
0,2021/06/24-12:52:56,-3930,21.7679553729811,22.78131694945614,23.086115827100226,105.0,41.57391875342907,100.0
0,2021/06/24-12:53:03,-3919,21.758929582817412,22.797790788264535,23.434940518268025,105.0,60.92058597083994,100.0
1,2021/06/24-12:53:49,-3890,21.785343182449854,22.94559487251695,27.782685875452845,105.0,100.64461780869273,100.0
1,2021/06/24-12:53:56,-3890,21.788474168063956,22.71531858545916,28.65786375103879,105.0,100.8842160250994,100.0
1,2021/06/24-12:54:03,-3889,21.805005946486315,22.797790788264535,29.77688341284117,105.0,100.0355683901399,100.0
2,2021/06/24-12:54:49,-3887,21.793248486687705,22.978328305057346,35.95077605664575,105.0,99.86599762594311,100.0
2,2021/06/24-12:54:56,-3887,21.830042143152028,23.059985174857275,36.700367796189276,105.0,100.31581222081145,100.0
2,2021/06/24-12:55:03,-3886,21.867730781444813,23.09257753723938,37.36102568370733,105.0,99.76707538226121,100.0
3,2021/06/24-12:55:49,-3885,21.894762459647218,23.303456671626634,41.60669711974139,105.0,99.85200364670976,100.0
3,2021/06/24-12:55:56,-3885,21.923652647310128,23.35188401952547,42.22256834792714,105.0,100.31240597858469,100.0
3,2021/06/24-12:56:03,-3884,21.925468939237298,23.384119941694223,42.79268481124942,105.0,99.81492371790146,100.0
4,2021/06/24-12:56:49,-3884,21.974198037924005,23.5767191152313,46.7312373653851,105.0,99.87422631817753,100.0
4,2021/06/24-12:56:56,-3884,22.0154747664775,23.62465194901779,47.28391190434511,105.0,100.29061573126039,100.0
4,2021/06/24-12:57:03,-3884,22.03244400255582,23.7838084441114,47.87136632523847,105.0,99.72169051561528,100.0
5,2021/06/24-12:57:49,-3883,22.134380666936064,24.005045633436453,52.50188094894876,105.0,99.96618908261696,100.0
5,2021/06/24-12:57:56,-3883,22.13415932136132,24.130650198730336,53.20861684154921,105.0,100.24267475040429,100.0
5,2021/06/24-12:58:03,-3883,22.173900648916895,23.815526133593323,53.97646791551798,105.0,99.70524050923288,100.0
6,2021/06/24-12:58:49,-3883,22.29907336829339,24.28683259900913,58.39236937566809,105.0,99.94963350115171,100.0
6,2021/06/24-12:58:56,-3883,22.294920146344445,24.255668779163216,58.96329933129991,105.0,100.27067655957062,100.0
6,2021/06/24-12:59:03,-3883,22.348302460780122,24.53485029746787,59.61019321008453,105.0,99.71354373954586,100.0
7,2021/06/24-12:59:50,-3884,22.46534231716942,24.856944873617067,64.26368136919642,105.0,99.91891857546032,100.0
7,2021/06/24-12:59:57,-3884,22.539959433698677,24.688708536418176,64.86831205412797,105.0,100.21310480352231,100.0
7,2021/06/24-13:00:04,-3885,22.54708742720027,24.948270386289664,65.39578667684123,105.0,99.7593889398252,100.0
8,2021/06/24-13:00:50,-3885,22.747970628993674,25.400334968741788,69.16113560072938,105.0,99.86744694892495,100.0
8,2021/06/24-13:00:57,-3885,22.75685142624361,25.385386849346673,69.78463412134158,105.0,100.348903607863,100.0
8,2021/06/24-13:01:04,-3885,22.79083764770219,25.32551201560176,70.49054683266932,105.0,99.81132650048168,100.0
9,2021/06/24-13:01:50,-3886,22.971817846310184,25.903750504634104,74.70126864046475,105.0,99.71006125018354,100.0
9,2021/06/24-13:01:57,-3886,22.990617784540706,25.771394995801415,75.35136636945757,105.0,100.27362006919603,100.0
9,2021/06/24-13:02:04,-3886,23.03287913317622,25.712363796579496,75.93162741206241,105.0,100.0657411644414,100.0
10,2021/06/24-13:02:50,-3887,23.257499184012733,26.195601505511206,79.95507843259999,105.0,99.72599947270592,100.0
10,2021/06/24-13:02:57,-3887,23.303530317328622,26.31147757563383,80.68537416398316,105.0,100.18864604818403,100.0
10,2021/06/24-13:03:04,-3887,23.303645570103118,26.484380632848058,81.52386866043749,105.0,100.15082150436972,100.0
11,2021/06/24-13:03:50,-3888,23.546076905433605,26.841147202095783,87.30466580252508,105.0,99.72927018205053,100.0
11,2021/06/24-13:03:57,-3888,23.592761400505392,27.010772231595354,88.17851477984011,105.0,100.10655990140116,100.0
11,2021/06/24-13:04:04,-3889,23.630120194209663,27.109242457431776,88.93739627486475,105.0,100.23782191218146,100.0
12,2021/06/24-13:04:50,-3890,23.940100436161725,27.444227106926178,92.84291958216176,105.0,99.85646653650363,100.0
12,2021/06/24-13:04:57,-3891,23.99879463762619,27.54117587037547,93.34400884290767,105.0,99.93088321136474,100.0
12,2021/06/24-13:05:04,-3891,24.00545936603571,27.554998200300588,93.85610998755642,105.0,100.32199449614511,100.0
13,2021/06/24-13:05:51,-3893,24.315974299847472,28.183546936376956,97.07813490540565,105.0,99.95198944985812,100.0
13,2021/06/24-13:05:58,-3894,24.38640711026091,28.2375429628475,97.52024219761144,105.0,99.75382206344936,100.0
13,2021/06/24-13:06:05,-3894,24.426399871295317,28.31834303982879,97.91790072105778,105.0,100.28884632373459,100.0
14,2021/06/24-13:06:51,-3896,24.773503540125628,28.943392255181948,100.55080435994107,105.0,100.20431210591816,100.0
14,2021/06/24-13:06:58,-3897,24.825046215395226,29.140004923148012,100.89871206883866,105.0,99.67289083901245,100.0
14,2021/06/24-13:07:05,-3897,24.871756822619243,29.08770786446115,101.2417982174478,105.0,100.20135944880357,100.0
15,2021/06/24-13:07:51,-3902,25.26308798453881,29.632093927815447,103.01252133597026,105.0,100.11484204656442,100.0
15,2021/06/24-13:07:58,-3902,25.283920356871782,29.811273489950736,103.16032428205418,105.0,99.70069660606312,100.0
15,2021/06/24-13:08:05,-3902,25.331280550752627,29.836779304040476,103.33856896185861,105.0,100.29747416414949,100.0
16,2021/06/24-13:08:51,-3907,25.680665488169822,30.37974753561474,104.45069301139833,105.0,100.21649486577161,100.0
16,2021/06/24-13:08:58,-3907,25.73810954879794,30.42973971362835,104.61183403888536,105.0,99.71989723239143,100.0
16,2021/06/24-13:09:05,-3908,25.821835916174795,30.70316196247387,104.77211350307668,105.0,100.16811222309136,100.0
17,2021/06/24-13:09:51,-3914,26.171872415819042,31.20594554821224,105.06300210670132,105.0,100.19300085361243,100.0
17,2021/06/24-13:09:58,-3914,26.21420388511499,31.31516025613172,105.15285173715635,105.0,99.6826366278445,100.0
17,2021/06/24-13:10:05,-3915,26.267527964262555,31.351474572219104,105.27761034843272,105.0,100.22736195267488,100.0
18,2021/06/24-13:10:51,-3919,26.612523763777478,31.902728483348938,105.44414508429949,105.0,100.0902525274686,100.0
18,2021/06/24-13:10:58,-3920,26.71038461218702,32.12743710872405,105.46621033029443,105.0,99.69503615632374,100.0
18,2021/06/24-13:11:05,-3920,26.722963767419163,32.03303164735826,105.51696582994833,105.0,100.26631271016917,100.0
19,2021/06/24-13:11:51,-3924,27.11559820195449,32.76844675387753,104.84285256111474,105.0,99.93167365526133,100.0
19,2021/06/24-13:11:58,-3923,27.162650124748165,32.733837275431654,104.90909779162668,105.0,99.80648924990228,100.0
19,2021/06/24-13:12:05,-3924,27.198099302288927,32.8490461013443,105.03849045050998,105.0,100.3327500368455,100.0
20,2021/06/24-13:12:52,-3928,27.563040934880952,33.39594362224125,105.12705615248636,105.0,100.0084795654658,100.0
20,2021/06/24-13:12:59,-3929,27.640154945220083,33.33943901444593,105.07009675229817,105.0,99.74050717460192,100.0
20,2021/06/24-13:13:05,-3929,27.666470932335766,33.316807339817444,105.01115938139873,105.0,100.27680188680952,100.0
21,2021/06/24-13:13:52,-3933,28.051371856438582,33.92196264912275,105.12543693182938,105.0,100.03999394649736,100.0
21,2021/06/24-13:13:59,-3934,28.07539400197603,34.06585320180153,105.00143028698987,105.0,99.72009766637522,100.0
21,2021/06/24-13:14:05,-3934,28.163877336718656,34.22005173799772,104.86616669601142,105.0,100.24100720967989,100.0
22,2021/06/24-13:14:52,-3938,28.48068110720729,34.61300654030077,104.98783982839423,105.0,100.08458417816915,100.0
22,2021/06/24-13:14:59,-3938,28.527235593161507,34.688829553154676,104.83927787923528,105.0,99.73263494134878,100.0
22,2021/06/24-13:15:06,-3939,28.584271224865326,34.63468947714102,104.72620400964712,105.0,100.27452619290683,100.0
23,2021/06/24-13:15:52,-3942,28.925520814395504,35.07583588456862,104.90668622387449,105.0,100.126253663029,100.0
23,2021/06/24-13:15:59,-3942,28.99392561644518,35.161178233493445,104.95576144621437,105.0,99.68927881738163,100.0
23,2021/06/24-13:16:06,-3942,29.028695584646925,35.36292271707032,105.03950631295804,105.0,100.25264262475456,100.0
24,2021/06/24-13:16:52,-3946,29.32557517737961,35.752049596457425,105.1268105546403,105.0,100.17062509455228,100.0
24,2021/06/24-13:16:59,-3947,29.39309108196726,35.699749931827284,105.16904437662122,105.0,99.64787465460525,100.0
24,2021/06/24-13:17:06,-3947,29.425331605540354,35.8772102231585,105.12423095807405,105.0,100.07513281756094,100.0
25,2021/06/24-13:17:52,-3947,29.767652675301925,36.19822924734325,105.67992926424992,105.0,100.39033955300525,100.0
